UKBPPP ProteinID,Olink ID,Assay Target,Protein panel,Gene symbol,UniProt,Gene CHROM,Gene start,Gene end,Dilution factor,% of samples below LOD,Coefficient of variation (median %),% of data failing QC,ICC (interclass correlation) of sample age 
ARG2:P78540:OID31339:v1,OID31339,ARG2,Oncology_II,ARG2,P78540,14,67619920,67651708,1:01,92.02%,6.97,0.00%,0.005788
ARHGAP1:Q07960:OID21202:v1,OID21202,ARHGAP1,Oncology,ARHGAP1,Q07960,11,46677080,46700619,1:01,0.18%,9.17,0.00%,0.06087
ARHGAP25:P42331:OID21255:v1,OID21255,ARHGAP25,Oncology,ARHGAP25,P42331,2,68679601,68826833,1:01,1.60%,9.75,0.00%,0.059318
ARHGAP30:Q7Z6I6:OID31336:v1,OID31336,ARHGAP30,Oncology_II,ARHGAP30,Q7Z6I6,1,161046946,161069970,1:01,88.59%,4.9,0.00%,0.006298
ARHGAP45:Q92619:OID30653:v1,OID30653,ARHGAP45,Inflammation_II,ARHGAP45,Q92619,19,1065923,1086628,1:10,0.61%,8.24,0.00%,0.1
ARHGAP5:Q13017:OID31190:v1,OID31190,ARHGAP5,Oncology_II,ARHGAP5,Q13017,14,32076114,32159728,1:01,58.02%,8.98,0.00%,0.005522
ARHGEF1:Q92888:OID31133:v1,OID31133,ARHGEF1,Neurology_II,ARHGEF1,Q92888,19,41883173,41930150,1:01,0.07%,11.02,0.00%,0.071278
ARHGEF10:O15013:OID30994:v1,OID30994,ARHGEF10,Neurology_II,ARHGEF10,O15013,8,1823926,1958641,1:01,0.81%,7.04,0.00%,0.077721
ARHGEF12:Q9NZN5:OID20554:v1,OID20554,ARHGEF12,Inflammation,ARHGEF12,Q9NZN5,11,120336413,120489937,1:01,0.09%,8.44,0.00%,0.115462
ARHGEF5:Q12774:OID30871:v1,OID30871,ARHGEF5,Neurology_II,ARHGEF5,Q12774,7,144355288,144380632,1:01,4.46%,9.92,0.00%,0.007935
ARID3A:Q99856:OID30861:v1,OID30861,ARID3A,Neurology_II,ARID3A,Q99856,19,925781,975939,1:01,68.90%,9.82,0.00%,0.002539
ARID4B:Q4LE39:OID20803:v1,OID20803,ARID4B,Neurology,ARID4B,Q4LE39,1,235131634,235328219,1:01,74.94%,7.32,0.00%,0.041472
ARL13B:Q3SXY8:OID30166:v1,OID30166,ARL13B,Cardiometabolic_II,ARL13B,Q3SXY8,3,93980139,94055678,1:01,19.13%,9.16,0.00%,0.048068
ARL2BP:Q9Y2Y0:OID30121:v1,OID30121,ARL2BP,Cardiometabolic_II,ARL2BP,Q9Y2Y0,16,57245259,57253635,1:01,10.88%,6.72,0.00%,0.054501
ARMCX2:Q7L311:OID30792:v1,OID30792,ARMCX2,Neurology_II,ARMCX2,Q7L311,X,101655281,101659850,1:01,81.00%,7.89,0.00%,0.001692
ARNT:P27540:OID20432:v1,OID20432,ARNT,Inflammation,ARNT,P27540,1,150809713,150876708,1:01,93.82%,6.02,0.00%,0.005263
ARNTL:O00327:OID30168:v1,OID30168,ARNTL,Cardiometabolic_II,ARNTL,O00327,11,13276652,13387266,1:01,72.21%,6.01,0.00%,0.00284
ARSA:P15289:OID21138:v1,OID21138,ARSA,Neurology,ARSA,P15289,22,50622754,50628173,0.111111111,0.02%,6.24,0.00%,0.013373
ARSB:P15848:OID21331:v1,OID21331,ARSB,Oncology,ARSB,P15848,5,78777209,78986087,1:01,0.04%,6.47,0.00%,0.031459
ART3:Q13508:OID20346:v1,OID20346,ART3,Cardiometabolic,ART3,Q13508,4,76011184,76112802,0.736111111,0.03%,5.54,0.30%,0.003489
ART5:Q96L15:OID30828:v1,OID30828,ART5,Neurology_II,ART5,Q96L15,11,3638512,3642316,1:01,87.23%,9.05,0.00%,0.003355
ARTN:Q5T4W7:OID20446:v1,OID20446,ARTN,Inflammation,ARTN,Q5T4W7,1,43933320,43937240,1:01,83.97%,8.44,0.00%,0.003995
ASAH1:Q13510:OID30415:v1,OID30415,ASAH1,Cardiometabolic_II,ASAH1,Q13510,8,18055992,18084998,0.111111111,0.87%,8.19,0.90%,0.019165
ASAH2:Q9NR71:OID20996:v1,OID20996,ASAH2,Neurology,ASAH2,Q9NR71,10,50182778,50279720,1:01,0.06%,6.94,0.00%,0.003089
ASGR1:P07306:OID20990:v1,OID20990,ASGR1,Neurology,ASGR1,P07306,17,7173431,7179564,1:01,0.01%,5.93,0.00%,0.005912
ASGR2:P07307:OID30679:v1,OID30679,ASGR2,Inflammation_II,ASGR2,P07307,17,7101322,7115700,0.736111111,0.49%,6.43,0.00%,0.004213
ASPN:Q9BXN1:OID30315:v1,OID30315,ASPN,Cardiometabolic_II,ASPN,Q9BXN1,9,92456205,92482506,1:10,23.57%,7.43,0.00%,0.00638
ASPSCR1:Q9BZE9:OID31055:v1,OID31055,ASPSCR1,Neurology_II,ASPSCR1,Q9BZE9,17,81976807,82017406,1:01,0.13%,9.78,0.00%,0.078058
ASRGL1:Q7L266:OID30283:v1,OID30283,ASRGL1,Cardiometabolic_II,ASRGL1,Q7L266,11,62337448,62393412,1:01,0.08%,8.11,0.00%,0.072974
ASS1:P00966:OID30170:v1,OID30170,ASS1,Cardiometabolic_II,ASS1,P00966,9,130444961,130501274,1:01,0.08%,6.85,0.00%,0.015574
ATF2:P15336:OID20798:v1,OID20798,ATF2,Neurology,ATF2,P15336,2,175072250,175168382,1:01,81.25%,5.91,0.00%,0.008582
ATF4:P18848:OID31162:v1,OID31162,ATF4,Oncology_II,ATF4,P18848,22,39519695,39522683,1:01,95.82%,6.73,0.00%,0.004693
ATG16L1:Q676U5:OID31466:v1,OID31466,ATG16L1,Oncology_II,ATG16L1,Q676U5,2,233210051,233295674,1:01,0.07%,8.89,0.00%,0.089331
ATG4A:Q8WYN0:OID21246:v1,OID21246,ATG4A,Oncology,ATG4A,Q8WYN0,X,108091668,108154671,1:01,0.06%,6.01,0.00%,0.074937
ATOX1:O00244:OID21476:v1,OID21476,ATOX1,Oncology,ATOX1,O00244,5,151742316,151772532,1:10,0.03%,5.49,0.00%,0.057212
ATP1B1:P05026:OID30124:v1,OID30124,ATP1B1,Cardiometabolic_II,ATP1B1,P05026,1,169105697,169310992,1:01,78.11%,7.32,0.00%,0.003505
ATP1B2:P14415:OID30118:v1,OID30118,ATP1B2,Cardiometabolic_II,ATP1B2,P14415,17,7646627,7657770,1:01,97.25%,5.59,0.00%,0.00416
ATP1B3:P54709:OID30065:v1,OID30065,ATP1B3,Cardiometabolic_II,ATP1B3,P54709,3,141876124,141926549,1:01,91.55%,7.7,0.00%,0.002588
ATP1B4:Q9UN42:OID31230:v1,OID31230,ATP1B4,Oncology_II,ATP1B4,Q9UN42,X,120362085,120383249,1:01,94.33%,7.73,0.00%,0.002576
ATP2B4:P23634:OID30062:v1,OID30062,ATP2B4,Cardiometabolic_II,ATP2B4,P23634,1,203626832,203744081,1:01,69.82%,7.42,0.00%,0.003166
ATP5F1D:P30049:OID30079:v1,OID30079,ATP5F1D,Cardiometabolic_II,ATP5F1D,P30049,19,1241746,1244825,1:01,88.01%,7.13,0.00%,0.00518
ATP5IF1:Q9UII2:OID20760:v1,OID20760,ATP5IF1,Inflammation,ATP5IF1,Q9UII2,1,28236109,28246906,1:10,0.03%,22.44,0.00%,0.049081
ATP5PO:P48047:OID20811:v1,OID20811,ATP5PO,Neurology,ATP5PO,P48047,21,33903453,33915814,1:01,72.50%,9.53,0.00%,0.001604
ATP6AP2:O75787:OID21178:v1,OID21178,ATP6AP2,Oncology,ATP6AP2,O75787,X,40579372,40606848,1:01,46.13%,7.81,0.00%,0.006079
ATP6V1D:Q9Y5K8:OID21341:v1,OID21341,ATP6V1D,Oncology,ATP6V1D,Q9Y5K8,14,67294371,67360265,1:01,89.31%,4.4,0.00%,0.005462
ATP6V1F:Q16864:OID20843:v1,OID20843,ATP6V1F,Neurology,ATP6V1F,Q16864,7,128862856,128865847,1:01,19.92%,13.64,0.15%,0.068097
ATP6V1G1:O75348:OID30242:v1,OID30242,ATP6V1G1,Cardiometabolic_II,ATP6V1G1,O75348,9,114587706,114598915,1:01,0.98%,8.85,0.00%,0.077513
ATP6V1G2:O95670:OID30167:v1,OID30167,ATP6V1G2,Cardiometabolic_II,ATP6V1G2,O95670,6,31544444,31548427,1:01,90.25%,11.64,0.00%,0.004058
ATRAID:Q6UW56:OID31451:v1,OID31451,ATRAID,Oncology_II,ATRAID,Q6UW56,2,27212041,27217178,1:01,0.04%,5.11,0.00%,0.003129
ATRN:O75882-2:OID30735:v1,OID30735,ATRN,Inflammation_II,ATRN,O75882,20,3471018,3651118,1:100000,0.16%,4.44,0.00%,0.004785
ATXN10:Q9UBB4:OID20865:v1,OID20865,ATXN10,Neurology,ATXN10,Q9UBB4,22,45671798,45845307,1:01,13.33%,15.73,0.00%,0.061845
ATXN2:Q99700:OID30850:v1,OID30850,ATXN2,Neurology_II,ATXN2,Q99700,12,111443485,111599676,1:01,4.82%,10.48,0.00%,0.010007
ATXN2L:Q8WWM7:OID30980:v1,OID30980,ATXN2L,Neurology_II,ATXN2L,Q8WWM7,16,28822999,28837237,1:01,5.12%,5.45,0.00%,0.046191
ATXN3:P54252:OID31149:v1,OID31149,ATXN3,Neurology_II,ATXN3,P54252,14,92044496,92106621,1:01,0.05%,6.95,0.00%,0.084365
AXIN1:O15169:OID20582:v1,OID20582,AXIN1,Inflammation,AXIN1,O15169,16,287440,352723,1:01,0.10%,7.38,0.00%,0.123146
AXL:P30530:OID20363:v1,OID20363,AXL,Cardiometabolic,AXL,P30530,19,41219223,41261766,0.736111111,0.02%,5.07,0.15%,0.005379
AZI2:Q9H6S1:OID31056:v1,OID31056,AZI2,Neurology_II,AZI2,Q9H6S1,3,28315003,28349050,1:01,26.27%,7.78,0.00%,0.103536
AZU1:P20160:OID20309:v1,OID20309,AZU1,Cardiometabolic,AZU1,P20160,19,825097,832018,0.111111111,0.98%,4.86,4.05%,0.050973
B2M:P61769:OID30725:v1,OID30725,B2M,Inflammation_II,B2M,P61769,15,44711358,44718851,1:100000,1.28%,5.49,0.00%,0.006893
B3GAT3:O94766:OID30165:v1,OID30165,B3GAT3,Cardiometabolic_II,B3GAT3,O94766,11,62615296,62622154,1:01,97.00%,6.74,0.00%,0.003178
B3GNT7:Q8NFL0:OID30281:v1,OID30281,B3GNT7,Cardiometabolic_II,B3GNT7,Q8NFL0,2,231395710,231401164,1:01,0.07%,6.2,0.00%,0.005487
B4GALT1:P15291:OID20780:v1,OID20780,B4GALT1,Inflammation,B4GALT1,P15291,9,33104082,33167356,1:10,0.02%,7.16,0.00%,0.005305
B4GAT1:O43505:OID21127:v1,OID21127,B4GAT1,Neurology,B4GAT1,O43505,11,66345374,66347629,0.111111111,0.02%,5.43,0.00%,0.005997
BABAM1:Q9NWV8:OID30466:v1,OID30466,BABAM1,Inflammation_II,BABAM1,Q9NWV8,19,17267376,17281249,1:01,94.37%,5.34,0.00%,0.01203
BACH1:O14867:OID20505:v1,OID20505,BACH1,Inflammation,BACH1,O14867,21,29194071,29630751,1:01,0.67%,6.86,0.00%,0.111143
BAG3:O95817:OID20972:v1,OID20972,BAG3,Neurology,BAG3,O95817,10,119651380,119677819,1:01,0.04%,5.97,0.15%,0.00556
BAG4:O95429:OID30474:v1,OID30474,BAG4,Inflammation_II,BAG4,O95429,8,38176533,38213301,1:01,0.33%,8.13,0.00%,0.065508
BAG6:P46379:OID20114:v1,OID20114,BAG6,Cardiometabolic,BAG6,P46379,6,31639028,31652705,1:01,0.02%,6.96,0.00%,0.080898
BAIAP2:Q9UQB8:OID21250:v1,OID21250,BAIAP2,Oncology,BAIAP2,Q9UQB8,17,81035122,81117434,1:01,4.79%,13.6,0.00%,0.011502
BAMBI:Q13145:OID21267:v1,OID21267,BAMBI,Oncology,BAMBI,Q13145,10,28677510,28682932,1:01,84.47%,6.41,0.00%,0.003442
BANK1:Q8NDB2:OID20594:v1,OID20594,BANK1,Inflammation,BANK1,Q8NDB2,4,101411286,102074812,1:01,0.02%,6.74,0.00%,0.111445
BAP18:Q8IXM2:OID31150:v1,OID31150,BAP18,Neurology_II,C17orf49,Q8IXM2,17,7014495,7017525,1:01,0.05%,14.64,0.00%,0.04791
BATF:Q16520:OID30896:v1,OID30896,BATF,Neurology_II,BATF,Q16520,14,75522455,75546993,1:01,32.88%,7.54,0.00%,0.007839
BAX:Q07812:OID20856:v1,OID20856,BAX,Neurology,BAX,Q07812,19,48954815,48961798,1:01,8.00%,15.36,0.15%,0.061523
BCAM:P50895:OID21076:v1,OID21076,BCAM,Neurology,BCAM,P50895,19,44809071,44821421,0.111111111,0.02%,4.49,0.00%,0.006192
BCAN:Q96GW7:OID20998:v1,OID20998,BCAN,Neurology,BCAN,Q96GW7,1,156641390,156659532,1:01,0.02%,4.77,0.00%,0.009894
BCAT1:P54687:OID30312:v1,OID30312,BCAT1,Cardiometabolic_II,BCAT1,P54687,12,24810024,24949101,1:10,4.00%,6.45,0.00%,0.021749
BCAT2:O15382:OID30844:v1,OID30844,BCAT2,Neurology_II,BCAT2,O15382,19,48795062,48811029,1:01,91.81%,6.51,0.00%,0.002922
BCHE:P06276:OID30717:v1,OID30717,BCHE,Inflammation_II,BCHE,P06276,3,165772904,165837462,0.736111111,0.07%,3.6,1.50%,0.004008
BCL2:P10415:OID31454:v1,OID31454,BCL2,Oncology_II,BCL2,P10415,18,63123346,63320128,1:01,0.09%,6.84,0.00%,0.019831
BCL2L1:Q07817:OID31152:v1,OID31152,BCL2L1,Neurology_II,BCL2L1,Q07817,20,31664452,31723989,1:01,0.09%,10.94,0.00%,0.069503
BCL2L11:O43521-2:OID20513:v1,OID20513,BCL2L11,Inflammation,BCL2L11,O43521,2,111119378,111168445,1:01,0.05%,7.26,0.00%,0.01083
BCL2L15:Q5TBC7:OID30498:v1,OID30498,BCL2L15,Inflammation_II,BCL2L15,Q5TBC7,1,113876816,113887581,1:01,36.16%,7.71,0.00%,0.044137
BCL7A:Q4VC05:OID31218:v1,OID31218,BCL7A,Oncology_II,BCL7A,Q4VC05,12,122019422,122062044,1:01,86.64%,9.8,0.00%,0.002781
BCL7B:Q9BQE9:OID31421:v1,OID31421,BCL7B,Oncology_II,BCL7B,Q9BQE9,7,73536356,73557690,1:01,84.96%,8,0.00%,0.003662
BCR:P11274:OID20558:v1,OID20558,BCR,Inflammation,BCR,P11274,22,23179704,23318037,1:01,0.06%,8.95,0.00%,0.096396
BDNF:P23560:OID30373:v1,OID30373,BDNF,Cardiometabolic_II,BDNF,P23560,11,27654893,27722058,0.111111111,0.07%,6.77,0.00%,0.011202
BECN1:Q14457:OID30220:v1,OID30220,BECN1,Cardiometabolic_II,BECN1,Q14457,17,42810134,42833350,1:01,0.50%,7.41,0.00%,0.097198
BEX3:Q00994:OID31202:v1,OID31202,BEX3,Oncology_II,BEX3,Q00994,X,103376395,103378164,1:01,93.24%,8.65,0.00%,0.003693
BGLAP:P02818:OID30389:v1,OID30389,BGLAP,Cardiometabolic_II,BGLAP,P02818,1,156242184,156243317,0.111111111,0.09%,5.59,0.00%,0.014465
BGN:P21810:OID21198:v1,OID21198,BGN,Oncology,BGN,P21810,X,153494980,153509546,1:01,0.22%,9.83,0.15%,0.014167
BHLHE40:O14503:OID30873:v1,OID30873,BHLHE40,Neurology_II,BHLHE40,O14503,3,4979437,4985323,1:01,92.07%,9.21,0.00%,0.002999
BHMT2:Q9H2M3:OID30051:v1,OID30051,BHMT2,Cardiometabolic_II,BHMT2,Q9H2M3,5,79069767,79090069,1:01,89.35%,7.09,0.00%,0.007254
BID:P55957:OID20517:v1,OID20517,BID,Inflammation,BID,P55957,22,17734138,17774770,1:01,0.62%,10.46,0.00%,0.062714
BIN2:Q9UBW5:OID21067:v1,OID21067,BIN2,Neurology,BIN2,Q9UBW5,12,51281038,51324668,0.111111111,1.23%,13.23,0.00%,0.094008
BIRC2:Q13490:OID21217:v1,OID21217,BIRC2,Oncology,BIRC2,Q13490,11,102347211,102378670,1:01,32.52%,9.61,0.00%,0.08238
BLMH:Q13867:OID20336:v1,OID20336,BLMH,Cardiometabolic,BLMH,Q13867,17,30248203,30292056,0.111111111,0.06%,3.63,0.00%,0.03407
BLNK:Q8WV28:OID30541:v1,OID30541,BLNK,Inflammation_II,BLNK,Q8WV28,10,96189171,96271587,1:01,7.83%,9.3,0.00%,0.027028
BLOC1S2:Q6QNY1:OID30856:v1,OID30856,BLOC1S2,Neurology_II,BLOC1S2,Q6QNY1,10,100273280,100286680,1:01,78.61%,8.93,0.00%,0.00255
BLOC1S3:Q6QNY0:OID31106:v1,OID31106,BLOC1S3,Neurology_II,BLOC1S3,Q6QNY0,19,45178784,45216933,1:01,0.51%,4.73,0.00%,0.081974
BLVRB:P30043:OID21141:v1,OID21141,BLVRB,Neurology,BLVRB,P30043,19,40447765,40465764,0.111111111,0.03%,7.67,0.00%,0.056587
BMP10:O95393:OID30575:v1,OID30575,BMP10,Inflammation_II,BMP10,O95393,2,68860909,68871397,1:10,0.06%,5.98,0.00%,0.004969
BMP4:P12644:OID20994:v1,OID20994,BMP4,Neurology,BMP4,P12644,14,53949736,53958761,1:01,0.03%,9.7,0.15%,0.052934
BMP6:P22004:OID20111:v1,OID20111,BMP6,Cardiometabolic,BMP6,P22004,6,7726099,7881728,1:01,0.06%,6.84,0.15%,0.010745
BMPER:Q8N8U9:OID30615:v1,OID30615,BMPER,Inflammation_II,BMPER,Q8N8U9,7,33904308,34156427,1:10,0.08%,5.38,0.00%,0.005056
BNIP2:Q12982:OID30292:v1,OID30292,BNIP2,Cardiometabolic_II,BNIP2,Q12982,15,59659146,59689339,1:10,70.00%,6.53,0.00%,0.030138
BNIP3L:O60238:OID30525:v1,OID30525,BNIP3L,Inflammation_II,BNIP3L,O60238,8,26383054,26505636,1:01,20.67%,8.35,0.00%,0.066677
BOC:Q9BWV1:OID20116:v1,OID20116,BOC,Cardiometabolic,BOC,Q9BWV1,3,113211003,113287459,1:01,0.02%,5.5,0.00%,0.007788
BOLA1:Q9Y3E2:OID30837:v1,OID30837,BOLA1,Neurology_II,BOLA1,Q9Y3E2,1,149887890,149900798,1:01,4.05%,11.3,0.00%,0.026323
BOLA2_BOLA2B:Q9H3K6:OID30267:v1,OID30267,BOLA2_BOLA2B,Cardiometabolic_II,BOLA2B;BOLA2,Q9H3K6;Q9H3K6,16;16,30192932;29453590,30194306;29454351,1:01,0.06%,4.54,0.00%,0.072424
BPIFA2:Q96DR5:OID30279:v1,OID30279,BPIFA2,Cardiometabolic_II,BPIFA2,Q96DR5,20,33161768,33181412,1:01,0.72%,6.93,2.85%,0.003341
BPIFB1:Q8TDL5:OID20308:v1,OID20308,BPIFB1,Cardiometabolic,BPIFB1,Q8TDL5,20,33273480,33309871,0.111111111,0.18%,5.75,1.34%,0.003656
BPIFB2:Q8N4F0:OID30311:v1,OID30311,BPIFB2,Cardiometabolic_II,BPIFB2,Q8N4F0,20,33007704,33023703,1:10,0.10%,6.46,0.15%,0.002923
BRAP:Q7Z569:OID31506:v1,OID31506,BRAP,Oncology_II,BRAP,Q7Z569,12,111642146,111685956,1:01,0.12%,5.49,0.75%,0.102812
BRD1:O95696:OID31259:v1,OID31259,BRD1,Oncology_II,BRD1,O95696,22,49773283,49827873,1:01,97.20%,6.59,0.00%,0.003326
BRD2:P25440:OID30826:v1,OID30826,BRD2,Neurology_II,BRD2,P25440,6,32968594,32981505,1:01,84.32%,8.26,0.00%,0.011924
BRD3:Q15059:OID30093:v1,OID30093,BRD3,Cardiometabolic_II,BRD3,Q15059,9,134030305,134068535,1:01,82.50%,8.42,0.00%,0.010147
BRDT:Q58F21:OID30179:v1,OID30179,BRDT,Cardiometabolic_II,BRDT,Q58F21,1,91949343,92014426,1:01,50.85%,8.25,0.00%,0.018735
BRK1:Q8WUW1:OID20883:v1,OID20883,BRK1,Neurology,BRK1,Q8WUW1,3,10115675,10127190,1:01,0.59%,12.77,0.00%,0.026142
BRME1:Q0VDD7:OID30847:v1,OID30847,BRME1,Neurology_II,BRME1,Q0VDD7,19,13882348,13906452,1:01,71.60%,7.76,0.00%,0.002381
BRSK2:Q8IWQ3:OID31042:v1,OID31042,BRSK2,Neurology_II,BRSK2,Q8IWQ3,11,1389899,1462689,1:01,82.61%,6.64,0.00%,0.028507
BSG:P35613:OID20626:v1,OID20626,BSG,Inflammation,BSG,P35613,19,571277,583494,1:01,0.02%,2.67,0.15%,0.00407
BSND:Q8WZ55:OID31184:v1,OID31184,BSND,Oncology_II,BSND,Q8WZ55,1,54998933,55017172,1:01,81.82%,6.92,0.00%,0.003876
BST1:Q10588:OID21051:v1,OID21051,BST1,Neurology,BST1,Q10588,4,15703065,15738313,1:10,0.03%,4.55,0.00%,0.003354
BST2:Q10589:OID21029:v1,OID21029,BST2,Neurology,BST2,Q10589,19,17402939,17405630,1:10,0.02%,5.98,0.00%,0.004876
BTC:P35070:OID21199:v1,OID21199,BTC,Oncology,BTC,P35070,4,74744759,74794523,1:01,2.06%,9.52,0.00%,0.028355
BTD:P43251:OID30754:v1,OID30754,BTD,Inflammation_II,BTD,P43251,3,15601341,15722311,1:100000,0.10%,4.93,0.00%,0.00274
BTLA:Q7Z6A9:OID31237:v1,OID31237,BTLA,Oncology_II,BTLA,Q7Z6A9,3,112463966,112499472,1:01,87.62%,8.52,0.00%,0.002825
BTN1A1:Q13410:OID31363:v1,OID31363,BTN1A1,Oncology_II,BTN1A1,Q13410,6,26500303,26510425,1:01,23.98%,8.27,0.30%,0.003214
BTN2A1:Q7KYR7:OID20713:v1,OID20713,BTN2A1,Inflammation,BTN2A1,Q7KYR7,6,26457904,26476621,1:10,0.01%,3.76,0.00%,0.003798
BTN3A2:P78410:OID20540:v1,OID20540,BTN3A2,Inflammation,BTN3A2,P78410,6,26365159,26378320,1:01,0.04%,6.59,0.00%,0.009397
BTNL10:A8MVZ5:OID31196:v1,OID31196,BTNL10,Oncology_II,BTNL10,A8MVZ5,1,228510425,228512305,1:01,90.96%,7.13,0.00%,0.002885
C19orf12:Q9NSK7:OID20804:v1,OID20804,C19orf12,Neurology,C19orf12,Q9NSK7,19,29698937,29715789,1:01,22.14%,8.32,0.00%,0.003233
C1GALT1C1:Q96EU7:OID30180:v1,OID30180,C1GALT1C1,Cardiometabolic_II,C1GALT1C1,Q96EU7,X,120625674,120630054,1:01,92.36%,6.13,0.00%,0.004359
C1QA:P02745:OID20654:v1,OID20654,C1QA,Inflammation,C1QA,P02745,1,22636628,22639678,1:01,0.02%,2.63,0.45%,0.00319
C1QBP:Q07021:OID31007:v1,OID31007,C1QBP,Neurology_II,C1QBP,Q07021,17,5432777,5448830,1:01,36.43%,7.18,0.00%,0.007921
C1QL2:Q7Z5L3:OID30515:v1,OID30515,C1QL2,Inflammation_II,C1QL2,Q7Z5L3,2,119156243,119158751,1:01,0.29%,7.19,0.00%,0.002449
C1QTNF1:Q9BXJ1:OID20367:v1,OID20367,C1QTNF1,Cardiometabolic,C1QTNF1,Q9BXJ1,17,79022814,79049788,0.736111111,0.04%,9.78,0.30%,0.006838
C1QTNF5:Q9BXJ0:OID30618:v1,OID30618,C1QTNF5,Inflammation_II,C1QTNF5,Q9BXJ0,11,119338942,119340940,1:10,0.07%,5.02,0.00%,0.009683
C1QTNF6:Q9BXI9:OID31049:v1,OID31049,C1QTNF6,Neurology_II,C1QTNF6,Q9BXI9,22,37180166,37199385,1:01,99.06%,10.43,0.00%,0.005214
C1QTNF9:P0C862:OID30620:v1,OID30620,C1QTNF9,Inflammation_II,C1QTNF9,P0C862,13,24307166,24322535,1:10,0.07%,4.66,0.15%,0.004151
C1R:P00736:OID30753:v1,OID30753,C1R,Inflammation_II,C1R,P00736,12,7080214,7092540,1:100000,0.28%,4.18,0.00%,0.009616
C1RL:Q9NZP8:OID30721:v1,OID30721,C1RL,Inflammation_II,C1RL,Q9NZP8,12,7089587,7109238,1:100000,0.10%,4.83,0.15%,0.004458
C1S:P09871:OID30731:v1,OID30731,C1S,Inflammation_II,C1S,P09871,12,6988259,7071032,1:100000,0.09%,6.12,0.00%,0.007187
C2:P06681:OID20410:v1,OID20410,C2,Cardiometabolic,C2,P06681,6,31897785,31945672,0.736111111,0.04%,4.69,0.30%,0.00652
C2CD2L:O14523:OID20864:v1,OID20864,C2CD2L,Neurology,C2CD2L,O14523,11,119102198,119118544,1:01,18.81%,11.94,0.27%,0.022761
C2orf69:Q8N8R5:OID30883:v1,OID30883,C2orf69,Neurology_II,C2orf69,Q8N8R5,2,199911293,199955935,1:01,6.74%,9.17,0.00%,0.028041
C3:P01024:OID30776:v1,OID30776,C3,Inflammation_II,C3,P01024,19,6677704,6730562,1:100000,1.15%,7.77,5.10%,0.040377
C4BPB:P20851:OID21481:v1,OID21481,C4BPB,Oncology,C4BPB,P20851,1,207088860,207099993,1:10,0.04%,5.44,0.00%,0.004245
C5:P01031:OID30744:v1,OID30744,C5,Inflammation_II,C5,P01031,9,120932987,121075195,1:100000,5.11%,5.41,0.00%,0.004449
C7:P10643:OID30766:v1,OID30766,C7,Inflammation_II,C7,P10643,5,40909492,40984643,1:100000,0.07%,4.78,1.95%,0.005219
C7orf50:Q9BRJ6:OID31095:v1,OID31095,C7orf50,Neurology_II,C7orf50,Q9BRJ6,7,996986,1138260,1:01,31.32%,3.5,0.00%,0.070849
C8B:P07358:OID30719:v1,OID30719,C8B,Inflammation_II,C8B,P07358,1,56929207,56974383,1:100000,0.42%,9.53,0.00%,0.00368
C9:P02748:OID30698:v1,OID30698,C9,Inflammation_II,C9,P02748,5,39284140,39371324,0.736111111,0.09%,14.02,0.00%,0.006715
C9orf40:Q8IXQ3:OID31489:v1,OID31489,C9orf40,Oncology_II,C9orf40,Q8IXQ3,9,74946583,74952912,1:01,0.07%,4.2,0.00%,0.059095
CA1:P00915:OID20409:v1,OID20409,CA1,Cardiometabolic,CA1,P00915,8,85327608,85379014,0.736111111,0.03%,4.78,2.54%,0.052491
CA11:O75493:OID21195:v1,OID21195,CA11,Oncology,CA11,O75493,19,48637946,48646187,1:01,0.04%,7.39,0.00%,0.003138
CA12:O43570:OID21344:v1,OID21344,CA12,Oncology,CA12,O43570,15,63321378,63381846,1:01,0.05%,5.83,0.00%,0.003454
CA13:Q8N1Q1:OID20225:v1,OID20225,CA13,Cardiometabolic,CA13,Q8N1Q1,8,85220587,85284073,1:10,0.03%,6.03,1.21%,0.072204
CA14:Q9ULX7:OID21401:v1,OID21401,CA14,Oncology,CA14,Q9ULX7,1,150257251,150265078,1:01,0.03%,3.76,0.00%,0.00437
CA2:P00918:OID21149:v1,OID21149,CA2,Neurology,CA2,P00918,8,85463968,85481493,0.111111111,0.03%,4.65,0.30%,0.067185
CA3:P07451:OID20271:v1,OID20271,CA3,Cardiometabolic,CA3,P07451,8,85373436,85449040,0.111111111,0.03%,3.97,0.15%,0.035237
CA4:P22748:OID20241:v1,OID20241,CA4,Cardiometabolic,CA4,P22748,17,60149942,60170899,0.111111111,0.04%,4.56,0.00%,0.005604
CA5A:P35218:OID20075:v1,OID20075,CA5A,Cardiometabolic,CA5A,P35218,16,87881546,87936580,1:01,0.22%,7.81,0.00%,0.004185
CA6:P23280:OID21096:v1,OID21096,CA6,Neurology,CA6,P23280,1,8945867,8975092,0.111111111,0.08%,5.92,0.30%,0.006955
CA7:P43166:OID31265:v1,OID31265,CA7,Oncology_II,CA7,P43166,16,66844414,66854153,1:01,97.48%,6.81,0.00%,0.005399
CA8:P35219:OID30482:v1,OID30482,CA8,Inflammation_II,CA8,P35219,8,60185412,60281400,1:01,98.72%,4.71,0.00%,0.004062
CA9:Q16790:OID21417:v1,OID21417,CA9,Oncology,CA9,Q16790,9,35673928,35681159,1:01,0.02%,4.22,0.00%,0.003358
